station_name,latitude,longitude,station_end_year,rollout_cluster
E 15 St & Irving Pl,40.73524276,-73.98758561,2013-01-01T00:00:00,1
MLSWKiosk,40.755467,-73.986536,2013-01-01T00:00:00,1
NYCBS Depot - DEL,40.716633,-73.981933,2013-01-01T00:00:00,1
NYCBS Test,40.6466068,-74.01597,2013-01-01T00:00:00,1
State St,40.70251526,-74.01427023,2014-01-01T00:00:00,2
W 49 St & 5 Ave,40.75795248,-73.97787642,2014-01-01T00:00:00,2
Pershing Square N,40.75188406,-73.97770164,2014-01-01T00:00:00,2
Sands St & Gold St,40.69986937,-73.98271933,2014-01-01T00:00:00,2
Peck Slip & Front Street,40.707873,-74.00167,2014-01-01T00:00:00,2
7 Ave & Farragut St,40.69892054,-73.97332996,2014-01-01T00:00:00,2
Pershing Square S,40.75149263,-73.97798848,2014-01-01T00:00:00,2
E 42 St & Vanderbilt Ave,40.752416,-73.97837,2014-01-01T00:00:00,2
Church St & Leonard St,40.71743998,-74.00583475,2014-01-01T00:00:00,2
Shevchenko Pl & E 6 St,40.728145,-73.990214,2014-01-01T00:00:00,2
W Houston St & Hudson St,40.72873888,-74.00748842,2015-01-01T00:00:00,3
9 Ave & W 14 St,40.7405826,-74.00550867,2015-01-01T00:00:00,3
E 59 St & Sutton Pl,40.75849116,-73.95920622,2015-01-01T00:00:00,3
Ashland Pl & Hanson Pl,40.685226719472553,-73.97805813,2015-01-01T00:00:00,3
Mobile 01,40.771051856415305,-73.9643383026123,2015-01-01T00:00:00,3
Hanover Pl & Livingston St,40.68864636,-73.98263429,2015-01-01T00:00:00,3
Gallatin Pl & Livingston St,40.69028437,-73.98707105,2015-01-01T00:00:00,3
E 48 St & Madison Ave,40.75666,-73.976684,2015-01-01T00:00:00,3
Riverside Dr & W 72 St ,40.780577990103339,-73.985624313354492,2015-01-01T00:00:00,3
2 Ave & E 58 St,40.76020258,-73.96478473,2015-01-01T00:00:00,3
Bedford Ave & S 9th St,40.70853074,-73.96408963,2015-01-01T00:00:00,3
E 67 St & Lexington Ave,40.767342591432168,-73.9648586511612,2015-01-01T00:00:00,3
Flushing Ave & Carlton Ave,40.69788349,-73.97350332,2015-01-01T00:00:00,3
Joralemon St & Adams St,40.69246277,-73.98963911,2015-01-01T00:00:00,3
E 82 St & 2 Ave,40.77517793,-73.95324922,2015-01-01T00:00:00,3
E.T. Bike-In Movie Valet Station ,40.722852,-73.959114,2015-01-01T00:00:00,3
Center Blvd & Borden Ave,40.74161,-73.96044,2015-01-01T00:00:00,3
E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,2015-01-01T00:00:00,3
PABT Valet,40.758984813996342,-73.993799686431885,2016-01-01T00:00:00,4
Hanson Pl & St Felix St,40.685159599891776,-73.977113664150238,2016-01-01T00:00:00,4
Greenwich St & N Moore St,40.72043411,-74.01020609,2016-01-01T00:00:00,4
Mercer St & Bleecker St S,40.72679454,-73.99695094,2016-01-01T00:00:00,4
Marcy Ave & MacDonough St,40.680617684554512,-73.946249485015869,2016-01-01T00:00:00,4
Washington Square E,40.73049393,-73.9957214,2016-01-01T00:00:00,4
Lafayette St & Jersey St N,40.72456089,-73.99565293,2016-01-01T00:00:00,4
8 Ave & W 31 St N,40.750967348715982,-73.994442075490952,2016-01-01T00:00:00,4
KentAve&N7 St,40.72057658,-73.96150225,2016-01-01T00:00:00,4
1 Ave & E 15 St,40.73221853,-73.98165557,2016-01-01T00:00:00,4
3969.TEMP (Bike The Branches - Central Branch),40.722852,-73.959114,2016-01-01T00:00:00,4
Leonard St & Grand St,40.71103537,-73.94714303,2016-01-01T00:00:00,4
Leonard St & Meeker Ave,40.717318403855785,-73.948202133178711,2016-01-01T00:00:00,4
Leonard St & Manhattan Ave,40.721522403393031,-73.94898265600203,2016-01-01T00:00:00,4
E 40 St & Madison Ave,40.751593684511121,-73.98043155670166,2016-01-01T00:00:00,4
Greenwich St & North Moore St,40.720152270232852,-74.010365009307861,2016-01-01T00:00:00,4
E 77 St & Park Ave,40.774405455003,-73.961752653121934,2016-01-01T00:00:00,4
78 St & 2 Ave,40.7727966,-73.95577801,2016-01-01T00:00:00,4
E 37 St & Lexington Ave,40.44535,-73.978462,2016-01-01T00:00:00,4
Devoe St & Leonard St,40.71348658,-73.94792458,2016-01-01T00:00:00,4
N Henry St & Richardson St,40.71921585,-73.9424469,2016-01-01T00:00:00,4
W 56 St & 6 Ave,40.76340613,-73.97722479,2016-01-01T00:00:00,4
2 Ave & E 105 St,40.7898175,-73.94296109,2016-01-01T00:00:00,4
Allen St & E Houston St,40.722055,-73.989111,2016-01-01T00:00:00,4
Cadman Plaza W & Pierrepont St,40.69475701,-73.990527391433716,2016-01-01T00:00:00,4
Shevchenko Pl & E 7 St,40.728145,-73.990214,2016-01-01T00:00:00,4
Bike in Movie Night | Prospect Park Bandshell,40.662987,-73.976918,2016-01-01T00:00:00,4
Bike The Branches - Red Hook Branch,40.675349530674119,-74.010020345449448,2016-01-01T00:00:00,4
9 Ave & W 16 St,40.74206539,-74.00443172,2016-01-01T00:00:00,4
Elizabeth St & Hester St,40.71729,-73.996375,2016-01-01T00:00:00,4
Kiosk in a box Deployment,40.70861098096821,-73.92850399017334,2016-01-01T00:00:00,4
Hs Don't Use,40.719251707409889,-74.03423398733139,2017-01-01T00:00:00,5
21 St & 41 Ave,40.753833434376219,-73.942676782608018,2017-01-01T00:00:00,5
Penn Station Valet,40.751283596962296,-73.99692445993422,2017-01-01T00:00:00,5
Broadway & W 24 St,40.7423543,-73.98915076,2017-01-01T00:00:00,5
