start_station_id,lat,lon
278.0,40.69766564,-73.986
265.0,40.72229346,-73.99147535
402.0,40.7403432,-73.98955109
348.0,40.72490985,-74.00154702
143.0,40.692,-73.99337909
524.0,40.75527307,-73.98316936
380.0,40.734,-74.004
403.0,40.72502876,-73.99069656
405.0,40.739323,-74.008119
3167.0,40.779,-73.980930447578416
3292.0,40.7857851,-73.957481
144.0,40.69839895,-73.98068914
529.0,40.7575699,-73.99098507
481.0,40.71260486,-73.96264403
387.0,40.71273266,-74.0046073
432.0,40.725,-73.98379855
422.0,40.77,-73.989
437.0,40.6809833854,-73.95004798
514.0,40.76087502,-74.004
335.0,40.728,-73.995
259.0,40.701,-74.013
518.0,40.74780373,-73.974
445.0,40.72740794,-73.98142006
455.0,40.75001986,-73.96905301
457.0,40.76695317,-73.98169333
525.0,40.755,-74.0021163
3135.0,40.77112927,-73.95772297
484.0,40.75500254,-73.98014437
483.0,40.73223272,-73.98889957
341.0,40.71782143,-73.97628939
394.0,40.72521311,-73.97768752
308.0,40.713,-73.99851193
501.0,40.744219,-73.97121214
361.0,40.716,-73.992
151.0,40.7218158,-73.998
3090.0,40.71774592,-73.95600096
342.0,40.71739973,-73.98016555
375.0,40.72679454,-73.99695094
3435.0,40.718822,-73.99596
377.0,40.72243797,-74.00566443
3619.0,40.7713615,-73.9246145
3430.0,40.719078911795641,-73.94223690032959
3258.0,40.750181563256831,-74.002184271812439
2002.0,40.716,-73.963198
3113.0,40.73026,-73.95394
305.0,40.76095756,-73.968
350.0,40.71559509,-73.9870295
3472.0,40.742753828659033,-74.007473587989807
3358.0,40.6711978,-73.97484126
3467.0,40.724946723594158,-74.00165855884552
476.0,40.743,-73.98
241.0,40.68981035,-73.97493121
3059.0,40.6933982,-73.939877
3372.0,40.7689738,-73.95482273
462.0,40.74691959,-74.00451887
360.0,40.70717936,-74.00887308
540.0,40.74147286,-73.98320928
528.0,40.74290902,-73.97706058
498.0,40.74854862,-73.98808416
3125.0,40.746,-73.95
321.0,40.69991755,-73.98971773
3110.0,40.72708584,-73.953
3409.0,40.6867443,-73.99063168
336.0,40.73047747,-73.99906065
3341.0,40.795346,-73.96186
304.0,40.70463334,-74.01361706
3078.0,40.709248262761569,-73.962
511.0,40.72938685,-73.97772429
296.0,40.71413089,-73.9970468
3349.0,40.6729679,-73.97087984
3720.0,40.68461653897949,-73.987212851643562
3528.0,40.7713937,-73.9077436
3549.0,40.678045,-73.962408
3997.0,40.815484,-73.935856
319.0,40.71,-74.01
237.0,40.73047309,-73.98672378
3159.0,40.77492513,-73.983
3080.0,40.70934,-73.95608
3077.0,40.70877084,-73.95095259
441.0,40.756014,-73.967416
412.0,40.7158155,-73.995
3648.0,40.697950315695437,-73.970775604248047
3775.0,40.702013,-73.923769
3413.0,40.6827549,-73.98258555
3263.0,40.729236499100061,-73.992
399.0,40.68851534,-73.9647628
359.0,40.755,-73.97498696
379.0,40.749,-73.992
3629.0,40.809495347779482,-73.947764933109283
3138.0,40.774405455003,-73.961752653121934
482.0,40.73935542,-73.99931783
347.0,40.728,-74.01
279.0,40.69986937,-74.00167
4279.0,40.756265,-73.964179
388.0,40.749,-74.004
3486.0,40.688417427540834,-73.986
3363.0,40.7904828,-73.95033068
284.0,40.73901691,-74.004
3656.0,40.722,-73.986
3414.0,40.680944723477296,-73.975673317909227
3163.0,40.7734066,-73.97782542
527.0,40.74315566,-73.976056
456.0,40.7597108,-73.97402311
532.0,40.710451,-73.960876
245.0,40.692,-73.97703874
238.0,40.7361967,-74.01
505.0,40.749,-73.989
3909.0,40.704,-73.905
3643.0,40.752722013811884,-73.981236219406128
4118.0,40.708588942405811,-74.009354822358091
298.0,40.68683208,-73.9796772
3674.0,40.701403172577251,-73.986726701259613
83.0,40.68382604,-73.97632328
4222.0,40.822217,-73.928939
3328.0,40.794,-73.965
3300.0,40.665,-73.977
2003.0,40.73381219,-73.98054421
3112.0,40.728,-73.959
3494.0,40.797911,-73.9423
3331.0,40.8013434,-73.9711457439
3456.0,40.716,-73.948212862014771
264.0,40.70706456,-74.00731853
449.0,40.76461837,-73.98789473
3124.0,40.74731,-73.95451
268.0,40.719,-74.001
391.0,40.69760127,-73.99344559
393.0,40.72299208,-73.97995466
3373.0,40.6750705,-73.98775226
315.0,40.70355377,-74.00670227
280.0,40.73331967,-73.99510132
4122.0,40.792495194951108,-73.964170664630714
3882.0,40.69517,-73.90311
3083.0,40.71247661,-73.94100005
3323.0,40.7981856,-73.9605909006
3146.0,40.77573034,-73.9567526
3418.0,40.6750207,-73.97111473
3602.0,40.763154,-73.920827
3016.0,40.720367752984551,-73.9643383026123
4013.0,40.82831,-73.942924
3798.0,40.752,-73.983
3491.0,40.79747,-73.93504
3425.0,40.7892105,-73.94370784
3459.0,40.757632277394428,-73.969305753707886
