dock_id,latitude,longitude
3446.0,0.0,0.0
3633.0,0.0,0.0
3480.0,0.0,0.0
3215.0,0.0,0.0
3248.0,0.0,0.0
3896.0,40.70183,-73.90625
4235.0,40.764734200065192,-73.991943597793579
3489.0,40.710699946313873,-74.003541469573975
3265.0,40.7245634290432,-73.9894437789917
3689.0,40.799041392882977,-73.966494798660278
3459.0,40.757632277394428,-73.969305753707886
3691.0,40.76408932350688,-73.910651206970215
3673.0,40.677592069373759,-73.955637216568
3895.0,40.701573408737922,-73.90876293182373
3449.0,40.721462562298157,-73.948009014129639
3648.0,40.697950315695437,-73.970775604248047
3726.0,40.743366080270206,-73.959606885910034
3462.0,40.751183874632773,-73.971387147903442
3636.0,40.707731483954696,-73.934522867202759
4250.0,40.818725699901158,-73.888624906539917
4064.0,40.807347437082,-73.908097743988037
3458.0,40.763093872707969,-73.9783501625061
3089.0,40.717318403855785,-73.948202133178711
3229.0,40.680617684554512,-73.946249485015869
3399.0,40.672602981501257,-73.989830017089844
3479.0,40.685125595154148,-74.025353193283081
3234.0,40.751593684511121,-73.98043155670166
3284.0,40.781410700190015,-73.95595908164978
3131.0,40.76712840349542,-73.962246179580688
3543.0,40.810285063060029,-73.957364559173584
3716.0,40.7535992020056,-73.937956094741821
3474.0,40.7252556952547,-74.004120826721191
3470.0,40.669801930896163,-73.994904756546021
3466.0,40.756687206031792,-73.982577323913574
3464.0,40.752270938374089,-73.987705707550049
3643.0,40.752722013811884,-73.981236219406128
3646.0,40.763154819103733,-73.939855098724365
3666.0,40.7664255270288,-73.920629024505615
3430.0,40.719078911795641,-73.94223690032959
3266.0,40.70861098096821,-73.92850399017334
3653.0,40.758204646967577,-73.928321599960327
3427.0,40.724305272503322,-73.996009826660156
3749.0,40.7475739589548,-73.9788007736206
3660.0,40.741021509002657,-74.001384973526
3664.0,40.720195214374648,-74.0103006362915
3662.0,40.761293897289086,-73.916916847229
3239.0,40.646538367096483,-74.016587734222412
3457.0,40.763025942805193,-73.972095251083374
3642.0,40.787285198609517,-73.950122594833374
3644.0,40.675816225228317,-74.01488184928894
3447.0,40.76703432309872,-73.95622730255127
3641.0,40.742868773121117,-73.98918628692627
3671.0,40.774779448957283,-73.954274654388428
3632.0,40.728048571362606,-73.978811502456665
3704.0,40.7437524099784,-73.941764831542969
3672.0,40.669767091850026,-73.994743824005127
3461.0,40.714851505262523,-74.011223316192627
4073.0,40.759699959062537,-73.978081941604614
3253.0,40.67280641227746,-73.968865871429443
3719.0,40.683222541615947,-73.9738118648529
3153.0,40.768175467422452,-73.959102630615234
4111.0,40.742751796489948,-73.9847157150507
3376.0,40.764718519443392,-73.962220698595047
3669.0,40.67630357634183,-74.003140479326248
3893.0,40.68319988172761,-73.911666423082352
4311.0,40.7725996921817,-73.932662755250931
3692.0,40.6999974843885,-73.974401280283928
3649.0,40.814394437915816,-73.953247368335724
3629.0,40.809495347779482,-73.947764933109283
4305.0,40.759604471387945,-73.927144110202789
4214.0,40.725839967923747,-74.0076532959938
3223.0,40.758996559605123,-73.968653976917267
4225.0,40.696232971293163,-73.991420567035675
3725.0,40.7687620293096,-73.958407938480377
3675.0,40.784596798848924,-73.949685394763947
4282.0,40.731911323231742,-74.008769094944
3407.0,40.679097997216843,-73.987654745578766
3249.0,40.6803560840434,-73.9476791024208
3264.0,40.764210071690641,-73.969104588031769
3238.0,40.773913902381182,-73.9543953537941
3337.0,40.673635513415043,-74.011955559253693
4248.0,40.70336686695866,-74.007867872715
4306.0,40.773015082913822,-73.911190330982208
3718.0,40.727464206923919,-73.979504182934761
4280.0,40.73342399437081,-74.008514955639839
4251.0,40.836705668628042,-73.926088660955429
3296.0,40.782454175279874,-73.9489196240902
3252.0,40.675349530674119,-74.010020345449448
3224.0,40.73997354103409,-74.005138725042343
3371.0,40.674613422475815,-73.985011428594589
4303.0,40.759057954185863,-73.918975442647934
3693.0,40.722481886382191,-73.959219306707382
4124.0,40.788664991278843,-73.966800570487976
3686.0,40.739448201304043,-74.005070328712463
3332.0,40.681990442707033,-73.990790247917175
4309.0,40.772768286288304,-73.927436470985413
3477.0,40.655399774478312,-74.010627865791321
3355.0,40.768008893059474,-73.96845281124115
3487.0,40.656595674820387,-74.008492827415466
3467.0,40.724946723594158,-74.00165855884552
3663.0,40.677164894690591,-73.973827958107
3250.0,40.716909780459652,-73.983837962150574
3688.0,40.757920208794026,-73.966382145881653
3658.0,40.7435337324616,-74.003675580024719
3437.0,40.793134809866629,-73.977003693580627
3455.0,40.686808205034318,-73.980361819267273
3676.0,40.6758329439129,-74.014726281166077
4040.0,40.742684734875695,-73.986713290214539
4043.0,40.782535857724106,-73.979085087776184
4215.0,40.740057085672852,-74.0052741765976
3445.0,40.791811715010972,-73.9786022901535
3259.0,40.749370241932773,-73.999233841896057
3700.0,40.779406085297872,-73.953335881233215
4207.0,40.831305492672961,-73.917447924613953
3728.0,40.695356933202248,-73.993440270423889
3254.0,40.69231660719192,-74.014865756034851
3454.0,40.7103685423523,-73.947059512138367
3243.0,40.75892386377695,-73.962262272834778
3661.0,40.666439306870814,-73.9605563879013
3438.0,40.772248537721744,-73.958421349525452
3659.0,40.742948916600909,-74.004136919975281
3258.0,40.750181563256831,-74.002184271812439
3747.0,40.777553742988871,-73.955127596855164
3635.0,40.754623240291053,-73.99516761302948
3685.0,40.66065236872916,-73.9645904302597
3637.0,40.683238654603407,-73.965995907783508
3476.0,40.725769967272143,-73.9507395029068
4110.0,40.725065510154749,-73.975158333778381
3705.0,40.728400594508287,-73.999687805771828
3684.0,40.737561211811368,-74.003982692956924
3709.0,40.738046142482766,-73.996429592370987
3222.0,40.685159599891776,-73.977113664150238
3256.0,40.7277140777778,-74.011295735836029
4329.0,40.765475692449527,-73.918115794658661
3712.0,40.754691750226016,-73.997401893138885
3674.0,40.701403172577251,-73.986726701259613
3257.0,40.773768670228741,-73.971169888973236
4304.0,40.765353803858659,-73.93986314535141
4072.0,40.757936462436739,-73.979602754116058
3440.0,40.692418292578473,-73.989494740962982
3197.0,40.719251707409889,-74.03423398733139
3755.0,40.690648070829432,-73.957461789250374
3720.0,40.68461653897949,-73.987212851643562
3793.0,40.732339777151054,-73.978983834385872
3697.0,40.77515953434235,-73.989186957478523
3232.0,40.689621887903328,-73.983042687177658
3721.0,40.7675487799971,-73.9209334552288
3695.0,40.726869515282068,-73.989190310239792
4219.0,40.754145192635193,-73.9960889518261
3352.0,40.672672434109479,-74.0087952464819
4096.0,40.834263,-73.917641
4332.0,40.827230499624726,-73.917655795976316
4123.0,40.796036841599843,-73.961589038535749
3767.0,40.71323,-73.93894
3180.0,40.69878,-73.99712
3714.0,40.706842031013252,-73.9544353965357
3079.0,40.71103537,-73.94714303
4023.0,40.819241,-73.941057
3948.0,40.805559,-73.914718
518.0,40.747803733130169,-73.973441901460319
